filename,class_id,species,breed_id,breed_name
leonberger_146,20,2,14,leonberger
leonberger_34,20,2,14,leonberger
leonberger_134,20,2,14,leonberger
leonberger_54,20,2,14,leonberger
leonberger_118,20,2,14,leonberger
leonberger_195,20,2,14,leonberger
leonberger_81,20,2,14,leonberger
leonberger_149,20,2,14,leonberger
leonberger_66,20,2,14,leonberger
leonberger_62,20,2,14,leonberger
leonberger_175,20,2,14,leonberger
leonberger_87,20,2,14,leonberger
leonberger_84,20,2,14,leonberger
leonberger_90,20,2,14,leonberger
leonberger_199,20,2,14,leonberger
leonberger_129,20,2,14,leonberger
leonberger_104,20,2,14,leonberger
leonberger_80,20,2,14,leonberger
leonberger_29,20,2,14,leonberger
leonberger_119,20,2,14,leonberger
leonberger_75,20,2,14,leonberger
leonberger_180,20,2,14,leonberger
leonberger_6,20,2,14,leonberger
leonberger_73,20,2,14,leonberger
leonberger_35,20,2,14,leonberger
leonberger_166,20,2,14,leonberger
leonberger_82,20,2,14,leonberger
leonberger_124,20,2,14,leonberger
leonberger_4,20,2,14,leonberger
leonberger_148,20,2,14,leonberger
leonberger_172,20,2,14,leonberger
leonberger_185,20,2,14,leonberger
leonberger_85,20,2,14,leonberger
leonberger_27,20,2,14,leonberger
leonberger_178,20,2,14,leonberger
leonberger_3,20,2,14,leonberger
leonberger_86,20,2,14,leonberger
leonberger_45,20,2,14,leonberger
leonberger_187,20,2,14,leonberger
leonberger_46,20,2,14,leonberger
leonberger_122,20,2,14,leonberger
leonberger_55,20,2,14,leonberger
leonberger_22,20,2,14,leonberger
leonberger_130,20,2,14,leonberger
leonberger_121,20,2,14,leonberger
leonberger_74,20,2,14,leonberger
leonberger_138,20,2,14,leonberger
leonberger_191,20,2,14,leonberger
leonberger_57,20,2,14,leonberger
leonberger_165,20,2,14,leonberger
leonberger_88,20,2,14,leonberger
leonberger_1,20,2,14,leonberger
leonberger_139,20,2,14,leonberger
leonberger_28,20,2,14,leonberger
leonberger_92,20,2,14,leonberger
leonberger_65,20,2,14,leonberger
leonberger_10,20,2,14,leonberger
leonberger_78,20,2,14,leonberger
leonberger_170,20,2,14,leonberger
leonberger_157,20,2,14,leonberger
leonberger_174,20,2,14,leonberger
leonberger_198,20,2,14,leonberger
leonberger_20,20,2,14,leonberger
leonberger_50,20,2,14,leonberger
leonberger_108,20,2,14,leonberger
leonberger_56,20,2,14,leonberger
leonberger_59,20,2,14,leonberger
leonberger_182,20,2,14,leonberger
leonberger_133,20,2,14,leonberger
leonberger_158,20,2,14,leonberger
leonberger_126,20,2,14,leonberger
leonberger_112,20,2,14,leonberger
leonberger_63,20,2,14,leonberger
leonberger_173,20,2,14,leonberger
leonberger_60,20,2,14,leonberger
leonberger_140,20,2,14,leonberger
leonberger_93,20,2,14,leonberger
leonberger_61,20,2,14,leonberger
leonberger_37,20,2,14,leonberger
leonberger_155,20,2,14,leonberger
leonberger_107,20,2,14,leonberger
leonberger_128,20,2,14,leonberger
leonberger_7,20,2,14,leonberger
leonberger_39,20,2,14,leonberger
leonberger_127,20,2,14,leonberger
leonberger_132,20,2,14,leonberger
leonberger_100,20,2,14,leonberger
leonberger_8,20,2,14,leonberger
leonberger_141,20,2,14,leonberger
leonberger_43,20,2,14,leonberger
leonberger_137,20,2,14,leonberger
leonberger_154,20,2,14,leonberger
leonberger_52,20,2,14,leonberger
leonberger_142,20,2,14,leonberger
leonberger_32,20,2,14,leonberger
leonberger_105,20,2,14,leonberger
leonberger_115,20,2,14,leonberger
leonberger_72,20,2,14,leonberger
leonberger_15,20,2,14,leonberger
leonberger_168,20,2,14,leonberger
leonberger_156,20,2,14,leonberger
leonberger_96,20,2,14,leonberger
leonberger_135,20,2,14,leonberger
leonberger_125,20,2,14,leonberger
leonberger_14,20,2,14,leonberger
leonberger_49,20,2,14,leonberger
leonberger_53,20,2,14,leonberger
leonberger_83,20,2,14,leonberger
leonberger_67,20,2,14,leonberger
leonberger_48,20,2,14,leonberger
leonberger_17,20,2,14,leonberger
leonberger_109,20,2,14,leonberger
leonberger_106,20,2,14,leonberger
leonberger_64,20,2,14,leonberger
leonberger_24,20,2,14,leonberger
leonberger_2,20,2,14,leonberger
leonberger_69,20,2,14,leonberger
leonberger_97,20,2,14,leonberger
leonberger_70,20,2,14,leonberger
leonberger_47,20,2,14,leonberger
