filename,class_id,species,breed_id,breed_name
shiba_inu_147,32,2,22,shiba_inu
shiba_inu_34,32,2,22,shiba_inu
shiba_inu_134,32,2,22,shiba_inu
shiba_inu_54,32,2,22,shiba_inu
shiba_inu_118,32,2,22,shiba_inu
shiba_inu_203,32,2,22,shiba_inu
shiba_inu_81,32,2,22,shiba_inu
shiba_inu_152,32,2,22,shiba_inu
shiba_inu_66,32,2,22,shiba_inu
shiba_inu_62,32,2,22,shiba_inu
shiba_inu_181,32,2,22,shiba_inu
shiba_inu_87,32,2,22,shiba_inu
shiba_inu_84,32,2,22,shiba_inu
shiba_inu_90,32,2,22,shiba_inu
shiba_inu_207,32,2,22,shiba_inu
shiba_inu_129,32,2,22,shiba_inu
shiba_inu_104,32,2,22,shiba_inu
shiba_inu_80,32,2,22,shiba_inu
shiba_inu_28,32,2,22,shiba_inu
shiba_inu_119,32,2,22,shiba_inu
shiba_inu_75,32,2,22,shiba_inu
shiba_inu_189,32,2,22,shiba_inu
shiba_inu_6,32,2,22,shiba_inu
shiba_inu_73,32,2,22,shiba_inu
shiba_inu_35,32,2,22,shiba_inu
shiba_inu_171,32,2,22,shiba_inu
shiba_inu_82,32,2,22,shiba_inu
shiba_inu_124,32,2,22,shiba_inu
shiba_inu_4,32,2,22,shiba_inu
shiba_inu_150,32,2,22,shiba_inu
shiba_inu_178,32,2,22,shiba_inu
shiba_inu_193,32,2,22,shiba_inu
shiba_inu_85,32,2,22,shiba_inu
shiba_inu_26,32,2,22,shiba_inu
shiba_inu_185,32,2,22,shiba_inu
shiba_inu_3,32,2,22,shiba_inu
shiba_inu_86,32,2,22,shiba_inu
shiba_inu_45,32,2,22,shiba_inu
shiba_inu_195,32,2,22,shiba_inu
shiba_inu_46,32,2,22,shiba_inu
shiba_inu_122,32,2,22,shiba_inu
shiba_inu_55,32,2,22,shiba_inu
shiba_inu_21,32,2,22,shiba_inu
shiba_inu_130,32,2,22,shiba_inu
shiba_inu_121,32,2,22,shiba_inu
shiba_inu_74,32,2,22,shiba_inu
shiba_inu_139,32,2,22,shiba_inu
shiba_inu_1,32,2,22,shiba_inu
shiba_inu_57,32,2,22,shiba_inu
shiba_inu_170,32,2,22,shiba_inu
shiba_inu_88,32,2,22,shiba_inu
shiba_inu_209,32,2,22,shiba_inu
shiba_inu_13,32,2,22,shiba_inu
shiba_inu_27,32,2,22,shiba_inu
shiba_inu_92,32,2,22,shiba_inu
shiba_inu_65,32,2,22,shiba_inu
shiba_inu_10,32,2,22,shiba_inu
shiba_inu_78,32,2,22,shiba_inu
shiba_inu_176,32,2,22,shiba_inu
shiba_inu_160,32,2,22,shiba_inu
shiba_inu_180,32,2,22,shiba_inu
shiba_inu_206,32,2,22,shiba_inu
shiba_inu_210,32,2,22,shiba_inu
shiba_inu_50,32,2,22,shiba_inu
shiba_inu_108,32,2,22,shiba_inu
shiba_inu_56,32,2,22,shiba_inu
shiba_inu_59,32,2,22,shiba_inu
shiba_inu_190,32,2,22,shiba_inu
shiba_inu_133,32,2,22,shiba_inu
shiba_inu_161,32,2,22,shiba_inu
shiba_inu_126,32,2,22,shiba_inu
shiba_inu_112,32,2,22,shiba_inu
shiba_inu_63,32,2,22,shiba_inu
shiba_inu_179,32,2,22,shiba_inu
shiba_inu_60,32,2,22,shiba_inu
shiba_inu_141,32,2,22,shiba_inu
shiba_inu_93,32,2,22,shiba_inu
shiba_inu_61,32,2,22,shiba_inu
shiba_inu_37,32,2,22,shiba_inu
shiba_inu_159,32,2,22,shiba_inu
shiba_inu_107,32,2,22,shiba_inu
shiba_inu_128,32,2,22,shiba_inu
shiba_inu_7,32,2,22,shiba_inu
shiba_inu_39,32,2,22,shiba_inu
shiba_inu_127,32,2,22,shiba_inu
shiba_inu_132,32,2,22,shiba_inu
shiba_inu_100,32,2,22,shiba_inu
shiba_inu_8,32,2,22,shiba_inu
shiba_inu_142,32,2,22,shiba_inu
shiba_inu_43,32,2,22,shiba_inu
shiba_inu_137,32,2,22,shiba_inu
shiba_inu_158,32,2,22,shiba_inu
shiba_inu_52,32,2,22,shiba_inu
shiba_inu_143,32,2,22,shiba_inu
shiba_inu_32,32,2,22,shiba_inu
shiba_inu_105,32,2,22,shiba_inu
shiba_inu_115,32,2,22,shiba_inu
shiba_inu_72,32,2,22,shiba_inu
shiba_inu_163,32,2,22,shiba_inu
shiba_inu_173,32,2,22,shiba_inu
shiba_inu_15,32,2,22,shiba_inu
shiba_inu_96,32,2,22,shiba_inu
shiba_inu_135,32,2,22,shiba_inu
shiba_inu_125,32,2,22,shiba_inu
shiba_inu_153,32,2,22,shiba_inu
shiba_inu_49,32,2,22,shiba_inu
shiba_inu_53,32,2,22,shiba_inu
shiba_inu_83,32,2,22,shiba_inu
shiba_inu_67,32,2,22,shiba_inu
shiba_inu_48,32,2,22,shiba_inu
shiba_inu_187,32,2,22,shiba_inu
shiba_inu_109,32,2,22,shiba_inu
shiba_inu_106,32,2,22,shiba_inu
shiba_inu_64,32,2,22,shiba_inu
shiba_inu_23,32,2,22,shiba_inu
shiba_inu_29,32,2,22,shiba_inu
shiba_inu_69,32,2,22,shiba_inu
shiba_inu_97,32,2,22,shiba_inu
shiba_inu_70,32,2,22,shiba_inu
shiba_inu_47,32,2,22,shiba_inu
