filename,class_id,species,breed_id,breed_name
german_shorthaired_146,15,2,9,german_shorthaired
german_shorthaired_34,15,2,9,german_shorthaired
german_shorthaired_134,15,2,9,german_shorthaired
german_shorthaired_54,15,2,9,german_shorthaired
german_shorthaired_118,15,2,9,german_shorthaired
german_shorthaired_195,15,2,9,german_shorthaired
german_shorthaired_81,15,2,9,german_shorthaired
german_shorthaired_149,15,2,9,german_shorthaired
german_shorthaired_66,15,2,9,german_shorthaired
german_shorthaired_62,15,2,9,german_shorthaired
german_shorthaired_175,15,2,9,german_shorthaired
german_shorthaired_87,15,2,9,german_shorthaired
german_shorthaired_84,15,2,9,german_shorthaired
german_shorthaired_90,15,2,9,german_shorthaired
german_shorthaired_199,15,2,9,german_shorthaired
german_shorthaired_129,15,2,9,german_shorthaired
german_shorthaired_104,15,2,9,german_shorthaired
german_shorthaired_80,15,2,9,german_shorthaired
german_shorthaired_29,15,2,9,german_shorthaired
german_shorthaired_119,15,2,9,german_shorthaired
german_shorthaired_75,15,2,9,german_shorthaired
german_shorthaired_180,15,2,9,german_shorthaired
german_shorthaired_6,15,2,9,german_shorthaired
german_shorthaired_73,15,2,9,german_shorthaired
german_shorthaired_35,15,2,9,german_shorthaired
german_shorthaired_166,15,2,9,german_shorthaired
german_shorthaired_82,15,2,9,german_shorthaired
german_shorthaired_124,15,2,9,german_shorthaired
german_shorthaired_4,15,2,9,german_shorthaired
german_shorthaired_148,15,2,9,german_shorthaired
german_shorthaired_172,15,2,9,german_shorthaired
german_shorthaired_185,15,2,9,german_shorthaired
german_shorthaired_85,15,2,9,german_shorthaired
german_shorthaired_27,15,2,9,german_shorthaired
german_shorthaired_178,15,2,9,german_shorthaired
german_shorthaired_3,15,2,9,german_shorthaired
german_shorthaired_86,15,2,9,german_shorthaired
german_shorthaired_45,15,2,9,german_shorthaired
german_shorthaired_187,15,2,9,german_shorthaired
german_shorthaired_46,15,2,9,german_shorthaired
german_shorthaired_122,15,2,9,german_shorthaired
