filename,class_id,species,breed_id,breed_name
Abyssinian_60,1,1,1,Abyssinian
Abyssinian_124,1,1,1,Abyssinian
Abyssinian_158,1,1,1,Abyssinian
Abyssinian_129,1,1,1,Abyssinian
Abyssinian_119,1,1,1,Abyssinian
Abyssinian_169,1,1,1,Abyssinian
Abyssinian_27,1,1,1,Abyssinian
Abyssinian_192,1,1,1,Abyssinian
Abyssinian_104,1,1,1,Abyssinian
Abyssinian_178,1,1,1,Abyssinian
Abyssinian_8,1,1,1,Abyssinian
Abyssinian_61,1,1,1,Abyssinian
Abyssinian_206,1,1,1,Abyssinian
Abyssinian_77,1,1,1,Abyssinian
Abyssinian_176,1,1,1,Abyssinian
Abyssinian_73,1,1,1,Abyssinian
Abyssinian_118,1,1,1,Abyssinian
Abyssinian_87,1,1,1,Abyssinian
Abyssinian_63,1,1,1,Abyssinian
Abyssinian_24,1,1,1,Abyssinian
Abyssinian_215,1,1,1,Abyssinian
Abyssinian_146,1,1,1,Abyssinian
Abyssinian_14,1,1,1,Abyssinian
Abyssinian_80,1,1,1,Abyssinian
Abyssinian_217,1,1,1,Abyssinian
Abyssinian_37,1,1,1,Abyssinian
Abyssinian_74,1,1,1,Abyssinian
Abyssinian_212,1,1,1,Abyssinian
Abyssinian_134,1,1,1,Abyssinian
Abyssinian_50,1,1,1,Abyssinian
Abyssinian_3,1,1,1,Abyssinian
Abyssinian_201,1,1,1,Abyssinian
Abyssinian_179,1,1,1,Abyssinian
Abyssinian_58,1,1,1,Abyssinian
Abyssinian_76,1,1,1,Abyssinian
Abyssinian_18,1,1,1,Abyssinian
Abyssinian_67,1,1,1,Abyssinian
Abyssinian_72,1,1,1,Abyssinian
Abyssinian_122,1,1,1,Abyssinian
Abyssinian_21,1,1,1,Abyssinian
Abyssinian_85,1,1,1,Abyssinian
Abyssinian_130,1,1,1,Abyssinian
Abyssinian_121,1,1,1,Abyssinian
Abyssinian_184,1,1,1,Abyssinian
Abyssinian_138,1,1,1,Abyssinian
Abyssinian_92,1,1,1,Abyssinian
Abyssinian_88,1,1,1,Abyssinian
Abyssinian_65,1,1,1,Abyssinian
Abyssinian_168,1,1,1,Abyssinian
Abyssinian_139,1,1,1,Abyssinian
Abyssinian_68,1,1,1,Abyssinian
Abyssinian_149,1,1,1,Abyssinian
Abyssinian_46,1,1,1,Abyssinian
Abyssinian_10,1,1,1,Abyssinian
Abyssinian_54,1,1,1,Abyssinian
Abyssinian_55,1,1,1,Abyssinian
Abyssinian_81,1,1,1,Abyssinian
Abyssinian_177,1,1,1,Abyssinian
Abyssinian_47,1,1,1,Abyssinian
Abyssinian_84,1,1,1,Abyssinian
Abyssinian_108,1,1,1,Abyssinian
Abyssinian_56,1,1,1,Abyssinian
Abyssinian_181,1,1,1,Abyssinian
Abyssinian_52,1,1,1,Abyssinian
Abyssinian_7,1,1,1,Abyssinian
Abyssinian_210,1,1,1,Abyssinian
Abyssinian_133,1,1,1,Abyssinian
Abyssinian_159,1,1,1,Abyssinian
Abyssinian_126,1,1,1,Abyssinian
Abyssinian_112,1,1,1,Abyssinian
Abyssinian_221,1,1,1,Abyssinian
Abyssinian_174,1,1,1,Abyssinian
Abyssinian_51,1,1,1,Abyssinian
Abyssinian_140,1,1,1,Abyssinian
Abyssinian_226,1,1,1,Abyssinian
Abyssinian_195,1,1,1,Abyssinian
Abyssinian_156,1,1,1,Abyssinian
Abyssinian_107,1,1,1,Abyssinian
Abyssinian_128,1,1,1,Abyssinian
Abyssinian_79,1,1,1,Abyssinian
Abyssinian_2,1,1,1,Abyssinian
Abyssinian_127,1,1,1,Abyssinian
Abyssinian_132,1,1,1,Abyssinian
Abyssinian_100,1,1,1,Abyssinian
