filename,class_id,species,breed_id,breed_name
english_setter_146,14,2,8,english_setter
english_setter_34,14,2,8,english_setter
english_setter_134,14,2,8,english_setter
english_setter_54,14,2,8,english_setter
english_setter_118,14,2,8,english_setter
english_setter_195,14,2,8,english_setter
english_setter_81,14,2,8,english_setter
english_setter_149,14,2,8,english_setter
english_setter_66,14,2,8,english_setter
english_setter_62,14,2,8,english_setter
english_setter_175,14,2,8,english_setter
english_setter_87,14,2,8,english_setter
english_setter_84,14,2,8,english_setter
english_setter_90,14,2,8,english_setter
english_setter_199,14,2,8,english_setter
english_setter_129,14,2,8,english_setter
english_setter_104,14,2,8,english_setter
english_setter_80,14,2,8,english_setter
english_setter_29,14,2,8,english_setter
english_setter_119,14,2,8,english_setter
english_setter_75,14,2,8,english_setter
english_setter_180,14,2,8,english_setter
english_setter_6,14,2,8,english_setter
english_setter_73,14,2,8,english_setter
english_setter_35,14,2,8,english_setter
english_setter_166,14,2,8,english_setter
english_setter_82,14,2,8,english_setter
english_setter_124,14,2,8,english_setter
english_setter_4,14,2,8,english_setter
english_setter_148,14,2,8,english_setter
english_setter_172,14,2,8,english_setter
english_setter_185,14,2,8,english_setter
english_setter_85,14,2,8,english_setter
english_setter_27,14,2,8,english_setter
english_setter_178,14,2,8,english_setter
english_setter_3,14,2,8,english_setter
english_setter_86,14,2,8,english_setter
english_setter_45,14,2,8,english_setter
english_setter_187,14,2,8,english_setter
english_setter_46,14,2,8,english_setter
english_setter_122,14,2,8,english_setter
english_setter_55,14,2,8,english_setter
english_setter_22,14,2,8,english_setter
english_setter_130,14,2,8,english_setter
english_setter_121,14,2,8,english_setter
english_setter_74,14,2,8,english_setter
english_setter_138,14,2,8,english_setter
english_setter_191,14,2,8,english_setter
english_setter_57,14,2,8,english_setter
english_setter_165,14,2,8,english_setter
english_setter_88,14,2,8,english_setter
english_setter_1,14,2,8,english_setter
english_setter_139,14,2,8,english_setter
english_setter_28,14,2,8,english_setter
english_setter_92,14,2,8,english_setter
english_setter_65,14,2,8,english_setter
english_setter_10,14,2,8,english_setter
english_setter_78,14,2,8,english_setter
english_setter_170,14,2,8,english_setter
english_setter_157,14,2,8,english_setter
english_setter_174,14,2,8,english_setter
english_setter_198,14,2,8,english_setter
english_setter_20,14,2,8,english_setter
english_setter_50,14,2,8,english_setter
english_setter_108,14,2,8,english_setter
english_setter_56,14,2,8,english_setter
english_setter_59,14,2,8,english_setter
english_setter_182,14,2,8,english_setter
english_setter_133,14,2,8,english_setter
english_setter_158,14,2,8,english_setter
english_setter_126,14,2,8,english_setter
english_setter_112,14,2,8,english_setter
english_setter_63,14,2,8,english_setter
english_setter_173,14,2,8,english_setter
english_setter_60,14,2,8,english_setter
english_setter_140,14,2,8,english_setter
english_setter_93,14,2,8,english_setter
english_setter_61,14,2,8,english_setter
english_setter_37,14,2,8,english_setter
english_setter_155,14,2,8,english_setter
english_setter_107,14,2,8,english_setter
english_setter_128,14,2,8,english_setter
english_setter_7,14,2,8,english_setter
english_setter_39,14,2,8,english_setter
english_setter_127,14,2,8,english_setter
english_setter_132,14,2,8,english_setter
english_setter_100,14,2,8,english_setter
english_setter_8,14,2,8,english_setter
english_setter_141,14,2,8,english_setter
english_setter_43,14,2,8,english_setter
english_setter_137,14,2,8,english_setter
english_setter_154,14,2,8,english_setter
english_setter_52,14,2,8,english_setter
english_setter_142,14,2,8,english_setter
english_setter_32,14,2,8,english_setter
english_setter_105,14,2,8,english_setter
english_setter_115,14,2,8,english_setter
english_setter_72,14,2,8,english_setter
english_setter_15,14,2,8,english_setter
english_setter_168,14,2,8,english_setter
english_setter_156,14,2,8,english_setter
english_setter_96,14,2,8,english_setter
english_setter_135,14,2,8,english_setter
english_setter_125,14,2,8,english_setter
english_setter_14,14,2,8,english_setter
english_setter_49,14,2,8,english_setter
english_setter_53,14,2,8,english_setter
english_setter_83,14,2,8,english_setter
english_setter_67,14,2,8,english_setter
english_setter_48,14,2,8,english_setter
english_setter_17,14,2,8,english_setter
english_setter_109,14,2,8,english_setter
english_setter_106,14,2,8,english_setter
english_setter_64,14,2,8,english_setter
english_setter_24,14,2,8,english_setter
english_setter_2,14,2,8,english_setter
english_setter_69,14,2,8,english_setter
english_setter_97,14,2,8,english_setter
english_setter_70,14,2,8,english_setter
english_setter_47,14,2,8,english_setter
