filename,class_id,species,breed_id,breed_name
newfoundland_46,23,2,16,newfoundland
newfoundland_104,23,2,16,newfoundland
newfoundland_178,23,2,16,newfoundland
newfoundland_87,23,2,16,newfoundland
newfoundland_69,23,2,16,newfoundland
newfoundland_62,23,2,16,newfoundland
newfoundland_160,23,2,16,newfoundland
newfoundland_92,23,2,16,newfoundland
newfoundland_33,23,2,16,newfoundland
newfoundland_90,23,2,16,newfoundland
newfoundland_88,23,2,16,newfoundland
newfoundland_50,23,2,16,newfoundland
newfoundland_124,23,2,16,newfoundland
newfoundland_16,23,2,16,newfoundland
newfoundland_28,23,2,16,newfoundland
newfoundland_176,23,2,16,newfoundland
newfoundland_119,23,2,16,newfoundland
newfoundland_146,23,2,16,newfoundland
newfoundland_118,23,2,16,newfoundland
newfoundland_22,23,2,16,newfoundland
newfoundland_24,23,2,16,newfoundland
newfoundland_134,23,2,16,newfoundland
newfoundland_5,23,2,16,newfoundland
newfoundland_177,23,2,16,newfoundland
newfoundland_54,23,2,16,newfoundland
newfoundland_149,23,2,16,newfoundland
newfoundland_129,23,2,16,newfoundland
newfoundland_66,23,2,16,newfoundland
newfoundland_68,23,2,16,newfoundland
newfoundland_169,23,2,16,newfoundland
newfoundland_184,23,2,16,newfoundland
newfoundland_40,23,2,16,newfoundland
newfoundland_77,23,2,16,newfoundland
newfoundland_75,23,2,16,newfoundland
newfoundland_186,23,2,16,newfoundland
newfoundland_81,23,2,16,newfoundland
newfoundland_74,23,2,16,newfoundland
newfoundland_86,23,2,16,newfoundland
newfoundland_51,23,2,16,newfoundland
newfoundland_130,23,2,16,newfoundland
newfoundland_121,23,2,16,newfoundland
newfoundland_93,23,2,16,newfoundland
newfoundland_138,23,2,16,newfoundland
newfoundland_6,23,2,16,newfoundland
newfoundland_20,23,2,16,newfoundland
newfoundland_59,23,2,16,newfoundland
newfoundland_139,23,2,16,newfoundland
newfoundland_73,23,2,16,newfoundland
newfoundland_179,23,2,16,newfoundland
newfoundland_195,23,2,16,newfoundland
newfoundland_10,23,2,16,newfoundland
newfoundland_58,23,2,16,newfoundland
newfoundland_78,23,2,16,newfoundland
newfoundland_84,23,2,16,newfoundland
newfoundland_82,23,2,16,newfoundland
newfoundland_200,23,2,16,newfoundland
newfoundland_199,23,2,16,newfoundland
newfoundland_108,23,2,16,newfoundland
newfoundland_174,23,2,16,newfoundland
newfoundland_26,23,2,16,newfoundland
newfoundland_190,23,2,16,newfoundland
newfoundland_56,23,2,16,newfoundland
newfoundland_148,23,2,16,newfoundland
newfoundland_122,23,2,16,newfoundland
newfoundland_181,23,2,16,newfoundland
newfoundland_133,23,2,16,newfoundland
newfoundland_161,23,2,16,newfoundland
newfoundland_126,23,2,16,newfoundland
newfoundland_112,23,2,16,newfoundland
newfoundland_57,23,2,16,newfoundland
newfoundland_39,23,2,16,newfoundland
newfoundland_38,23,2,16,newfoundland
newfoundland_65,23,2,16,newfoundland
newfoundland_189,23,2,16,newfoundland
newfoundland_159,23,2,16,newfoundland
newfoundland_107,23,2,16,newfoundland
newfoundland_128,23,2,16,newfoundland
newfoundland_7,23,2,16,newfoundland
newfoundland_47,23,2,16,newfoundland
newfoundland_127,23,2,16,newfoundland
newfoundland_132,23,2,16,newfoundland
newfoundland_100,23,2,16,newfoundland
newfoundland_32,23,2,16,newfoundland
newfoundland_141,23,2,16,newfoundland
newfoundland_4,23,2,16,newfoundland
newfoundland_137,23,2,16,newfoundland
newfoundland_158,23,2,16,newfoundland
newfoundland_53,23,2,16,newfoundland
newfoundland_142,23,2,16,newfoundland
newfoundland_31,23,2,16,newfoundland
newfoundland_105,23,2,16,newfoundland
newfoundland_115,23,2,16,newfoundland
newfoundland_72,23,2,16,newfoundland
newfoundland_163,23,2,16,newfoundland
newfoundland_171,23,2,16,newfoundland
newfoundland_15,23,2,16,newfoundland
newfoundland_96,23,2,16,newfoundland
newfoundland_135,23,2,16,newfoundland
newfoundland_125,23,2,16,newfoundland
newfoundland_14,23,2,16,newfoundland
newfoundland_60,23,2,16,newfoundland
newfoundland_52,23,2,16,newfoundland
newfoundland_83,23,2,16,newfoundland
newfoundland_67,23,2,16,newfoundland
newfoundland_49,23,2,16,newfoundland
newfoundland_183,23,2,16,newfoundland
newfoundland_109,23,2,16,newfoundland
newfoundland_106,23,2,16,newfoundland
newfoundland_64,23,2,16,newfoundland
newfoundland_85,23,2,16,newfoundland
newfoundland_8,23,2,16,newfoundland
newfoundland_30,23,2,16,newfoundland
newfoundland_97,23,2,16,newfoundland
newfoundland_36,23,2,16,newfoundland
newfoundland_55,23,2,16,newfoundland
newfoundland_185,23,2,16,newfoundland
newfoundland_11,23,2,16,newfoundland
