filename,class_id,species,breed_id,breed_name
scottish_terrier_62,31,2,21,scottish_terrier
scottish_terrier_124,31,2,21,scottish_terrier
scottish_terrier_170,31,2,21,scottish_terrier
scottish_terrier_129,31,2,21,scottish_terrier
scottish_terrier_119,31,2,21,scottish_terrier
scottish_terrier_148,31,2,21,scottish_terrier
scottish_terrier_8,31,2,21,scottish_terrier
scottish_terrier_187,31,2,21,scottish_terrier
scottish_terrier_104,31,2,21,scottish_terrier
scottish_terrier_5,31,2,21,scottish_terrier
scottish_terrier_36,31,2,21,scottish_terrier
scottish_terrier_6,31,2,21,scottish_terrier
scottish_terrier_178,31,2,21,scottish_terrier
scottish_terrier_35,31,2,21,scottish_terrier
scottish_terrier_84,31,2,21,scottish_terrier
scottish_terrier_57,31,2,21,scottish_terrier
scottish_terrier_118,31,2,21,scottish_terrier
scottish_terrier_87,31,2,21,scottish_terrier
scottish_terrier_29,31,2,21,scottish_terrier
scottish_terrier_92,31,2,21,scottish_terrier
scottish_terrier_80,31,2,21,scottish_terrier
scottish_terrier_88,31,2,21,scottish_terrier
scottish_terrier_65,31,2,21,scottish_terrier
scottish_terrier_44,31,2,21,scottish_terrier
scottish_terrier_23,31,2,21,scottish_terrier
scottish_terrier_86,31,2,21,scottish_terrier
scottish_terrier_75,31,2,21,scottish_terrier
scottish_terrier_1,31,2,21,scottish_terrier
scottish_terrier_134,31,2,21,scottish_terrier
scottish_terrier_54,31,2,21,scottish_terrier
scottish_terrier_55,31,2,21,scottish_terrier
scottish_terrier_198,31,2,21,scottish_terrier
scottish_terrier_73,31,2,21,scottish_terrier
scottish_terrier_3,31,2,21,scottish_terrier
scottish_terrier_77,31,2,21,scottish_terrier
scottish_terrier_68,31,2,21,scottish_terrier
scottish_terrier_21,31,2,21,scottish_terrier
scottish_terrier_146,31,2,21,scottish_terrier
scottish_terrier_122,31,2,21,scottish_terrier
scottish_terrier_191,31,2,21,scottish_terrier
scottish_terrier_90,31,2,21,scottish_terrier
scottish_terrier_130,31,2,21,scottish_terrier
scottish_terrier_121,31,2,21,scottish_terrier
scottish_terrier_82,31,2,21,scottish_terrier
scottish_terrier_138,31,2,21,scottish_terrier
scottish_terrier_58,31,2,21,scottish_terrier
scottish_terrier_25,31,2,21,scottish_terrier
scottish_terrier_157,31,2,21,scottish_terrier
scottish_terrier_166,31,2,21,scottish_terrier
scottish_terrier_185,31,2,21,scottish_terrier
scottish_terrier_139,31,2,21,scottish_terrier
scottish_terrier_180,31,2,21,scottish_terrier
scottish_terrier_149,31,2,21,scottish_terrier
scottish_terrier_195,31,2,21,scottish_terrier
scottish_terrier_10,31,2,21,scottish_terrier
scottish_terrier_74,31,2,21,scottish_terrier
scottish_terrier_182,31,2,21,scottish_terrier
scottish_terrier_173,31,2,21,scottish_terrier
scottish_terrier_175,31,2,21,scottish_terrier
scottish_terrier_85,31,2,21,scottish_terrier
scottish_terrier_199,31,2,21,scottish_terrier
scottish_terrier_108,31,2,21,scottish_terrier
scottish_terrier_165,31,2,21,scottish_terrier
scottish_terrier_50,31,2,21,scottish_terrier
scottish_terrier_56,31,2,21,scottish_terrier
scottish_terrier_174,31,2,21,scottish_terrier
scottish_terrier_28,31,2,21,scottish_terrier
scottish_terrier_133,31,2,21,scottish_terrier
scottish_terrier_158,31,2,21,scottish_terrier
scottish_terrier_126,31,2,21,scottish_terrier
scottish_terrier_112,31,2,21,scottish_terrier
scottish_terrier_46,31,2,21,scottish_terrier
scottish_terrier_172,31,2,21,scottish_terrier
scottish_terrier_38,31,2,21,scottish_terrier
scottish_terrier_140,31,2,21,scottish_terrier
scottish_terrier_30,31,2,21,scottish_terrier
scottish_terrier_61,31,2,21,scottish_terrier
scottish_terrier_66,31,2,21,scottish_terrier
scottish_terrier_155,31,2,21,scottish_terrier
scottish_terrier_107,31,2,21,scottish_terrier
scottish_terrier_128,31,2,21,scottish_terrier
scottish_terrier_7,31,2,21,scottish_terrier
scottish_terrier_63,31,2,21,scottish_terrier
scottish_terrier_127,31,2,21,scottish_terrier
scottish_terrier_132,31,2,21,scottish_terrier
scottish_terrier_100,31,2,21,scottish_terrier
scottish_terrier_33,31,2,21,scottish_terrier
scottish_terrier_141,31,2,21,scottish_terrier
scottish_terrier_43,31,2,21,scottish_terrier
scottish_terrier_137,31,2,21,scottish_terrier
scottish_terrier_154,31,2,21,scottish_terrier
scottish_terrier_53,31,2,21,scottish_terrier
scottish_terrier_142,31,2,21,scottish_terrier
scottish_terrier_81,31,2,21,scottish_terrier
scottish_terrier_105,31,2,21,scottish_terrier
scottish_terrier_115,31,2,21,scottish_terrier
scottish_terrier_72,31,2,21,scottish_terrier
scottish_terrier_15,31,2,21,scottish_terrier
scottish_terrier_168,31,2,21,scottish_terrier
scottish_terrier_156,31,2,21,scottish_terrier
scottish_terrier_96,31,2,21,scottish_terrier
scottish_terrier_135,31,2,21,scottish_terrier
scottish_terrier_125,31,2,21,scottish_terrier
scottish_terrier_14,31,2,21,scottish_terrier
scottish_terrier_40,31,2,21,scottish_terrier
scottish_terrier_51,31,2,21,scottish_terrier
scottish_terrier_83,31,2,21,scottish_terrier
scottish_terrier_67,31,2,21,scottish_terrier
scottish_terrier_48,31,2,21,scottish_terrier
scottish_terrier_17,31,2,21,scottish_terrier
scottish_terrier_109,31,2,21,scottish_terrier
scottish_terrier_106,31,2,21,scottish_terrier
scottish_terrier_64,31,2,21,scottish_terrier
scottish_terrier_4,31,2,21,scottish_terrier
scottish_terrier_2,31,2,21,scottish_terrier
scottish_terrier_93,31,2,21,scottish_terrier
scottish_terrier_97,31,2,21,scottish_terrier
scottish_terrier_70,31,2,21,scottish_terrier
scottish_terrier_47,31,2,21,scottish_terrier
